result_lag_1,result_lag_2,result_lag_3,result_lag_4,result_lag_5,multiplier_lag_1,multiplier_lag_2,multiplier_lag_3,multiplier_lag_4,multiplier_lag_5,multiplier_mean_5,multiplier_mean_10,multiplier_mean_20,multiplier_std_5,multiplier_std_10,multiplier_std_20,hour,minute,day_of_week,is_weekend,hour_sin,hour_cos,previous_streak,result_1_count_10,result_1_count_20,result_2_count_10,result_2_count_20,result_5_count_10,result_5_count_20,result_10_count_10,result_10_count_20,result_20_count_10,result_20_count_20,result_40_count_10,result_40_count_20,result_50_count_10,result_50_count_20,target
2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.4,3.2,3.85,0.5477225575151506,3.6147844564582856,4.3802787702677675,7,39,0,0,0.9659258262890683,-0.25881904510252063,1.0,4.0,8.0,4.0,7.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.2,2.3,3.85,0.4472135955121558,2.7507574714344223,4.3802787702677675,7,40,0,0,0.9659258262890683,-0.25881904510252063,1.0,5.0,8.0,4.0,7.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.2,2.2,3.85,0.4472135955121558,2.780887148612642,4.3802787702677675,7,41,0,0,0.9659258262890683,-0.25881904510252063,2.0,6.0,8.0,3.0,7.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2
2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.4,2.3,3.85,0.5477225575151506,2.7507574714344223,4.3802787702677675,7,41,0,0,0.9659258262890683,-0.25881904510252063,1.0,5.0,8.0,4.0,7.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,10
10.0,2.0,1.0,1.0,2.0,10.0,2.0,1.0,1.0,2.0,3.2,2.3,3.85,3.8340579025376216,2.7507574714344223,4.3802787702677675,7,42,0,0,0.9659258262890683,-0.25881904510252063,1.0,5.0,8.0,4.0,7.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,10.0,2.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,3.0,2.2,3.4,3.9370039370073227,2.7808871486126416,4.172592277683595,7,43,0,0,0.9659258262890683,-0.25881904510252063,1.0,6.0,9.0,3.0,7.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,10.0,2.0,1.0,1.0,1.0,10.0,2.0,1.0,3.0,2.1,3.35,3.9370039370073227,2.806737924666886,4.196176204217049,7,45,0,0,0.9659258262890683,-0.25881904510252063,2.0,7.0,10.0,2.0,6.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,20
20.0,1.0,1.0,10.0,2.0,10.0,1.0,1.0,10.0,2.0,4.8,3.0,3.8,4.764451699829835,3.711842908551425,4.408126466806931,7,46,0,0,0.9659258262890683,-0.25881904510252063,1.0,6.0,9.0,2.0,6.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1
1.0,20.0,1.0,1.0,10.0,1.0,10.0,1.0,1.0,10.0,4.6,3.0,3.8,4.929503017547649,3.711842908551425,4.408126466806931,7,46,0,0,0.9659258262890683,-0.25881904510252063,1.0,6.0,9.0,2.0,6.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,5
5.0,1.0,20.0,1.0,1.0,5.0,1.0,10.0,1.0,1.0,3.6,3.4,3.95,3.974921382871772,3.6878177829152268,4.394673809821635,7,47,0,0,0.9659258262890683,-0.25881904510252063,1.0,5.0,9.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1
1.0,5.0,1.0,20.0,1.0,1.0,5.0,1.0,10.0,1.0,3.6,3.3,3.25,3.974921382871772,3.743141876966044,3.5817519970562355,7,48,0,0,0.9659258262890683,-0.25881904510252063,1.0,6.0,10.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,5.0,1.0,20.0,1.0,1.0,5.0,1.0,10.0,3.6,3.3,2.8,3.974921382871772,3.743141876966044,3.237933063902189,7,51,0,0,0.9659258262890683,-0.25881904510252063,2.0,6.0,11.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,40
40.0,1.0,1.0,5.0,1.0,25.0,1.0,1.0,5.0,1.0,6.6,5.7,3.95,10.430723848324796,7.70353454230138,5.915857369904043,7,52,0,0,0.9659258262890683,-0.25881904510252063,1.0,5.0,11.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,5
5.0,40.0,1.0,1.0,5.0,5.0,25.0,1.0,1.0,5.0,7.4,6.0,4.15,10.039920318409493,7.601169500660007,5.878372492271149,7,53,0,0,0.9659258262890683,-0.25881904510252063,1.0,5.0,10.0,0.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,5
5.0,5.0,40.0,1.0,1.0,5.0,5.0,25.0,1.0,1.0,7.4,5.5,3.9,10.039920318409493,7.472170590485699,5.720691897792524,7,54,0,0,0.9659258262890683,-0.25881904510252063,2.0,5.0,10.0,0.0,4.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
1.0,5.0,5.0,40.0,1.0,1.0,5.0,5.0,25.0,1.0,7.4,5.5,3.85,10.039920318409493,7.472170590485699,5.74250083060238,7,54,0,0,0.9659258262890683,-0.25881904510252063,1.0,5.0,11.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
1.0,1.0,5.0,5.0,40.0,1.0,1.0,5.0,5.0,25.0,7.4,5.5,3.8,10.039920318409493,7.472170590485699,5.763770695610148,7,55,0,0,0.9659258262890683,-0.25881904510252063,2.0,5.0,12.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,2.6,4.6,3.8,2.1908902300232014,7.411702458498943,5.763770695610148,7,56,0,0,0.9659258262890683,-0.25881904510252063,3.0,6.0,12.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2
2.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,5.0,2.4,4.9,3.95,1.9493588689646368,7.309810759063419,5.725979576042732,7,57,0,0,0.9659258262890683,-0.25881904510252063,1.0,5.0,11.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2
2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.8,4.6,4.0,1.3038404810447508,7.366591251498389,5.703184705887495,7,58,0,0,0.9659258262890683,-0.25881904510252063,2.0,5.0,10.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2
2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,4.7,4.0,1.2247448713960938,7.318925239859512,5.703184705887495,7,58,0,0,0.9659258262890683,-0.25881904510252063,3.0,4.0,10.0,3.0,4.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5
5.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,4.0,1.0,2.8,5.1,4.2,1.6431676725188888,7.202622979010062,5.662433919679083,7,59,0,0,0.9659258262890683,-0.25881904510252063,1.0,3.0,9.0,3.0,4.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5
5.0,5.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,4.0,3.6,3.1,4.4,1.5165750888140193,1.8529256146211228,5.613892542049555,8,0,0,0,0.8660254037844387,-0.4999999999999998,2.0,3.0,8.0,3.0,4.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
2.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,3.2,2.8,4.4,1.6431676725189053,1.7511900715377409,5.613892542049555,8,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,3.0,8.0,4.0,4.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1.0,2.0,5.0,5.0,2.0,1.0,2.0,5.0,5.0,2.0,3.0,2.4,3.95,1.8708286933899558,1.6465452046927678,5.500956854564924,8,3,0,0,0.8660254037844387,-0.4999999999999998,1.0,4.0,9.0,4.0,4.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,20
20.0,1.0,2.0,5.0,5.0,0.0,1.0,2.0,5.0,5.0,2.6,2.3,3.9,2.302172886646682,1.7669811040890748,5.53362924594468,8,3,0,0,0.8660254037844387,-0.4999999999999998,1.0,3.0,8.0,4.0,4.0,2.0,5.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1
1.0,20.0,1.0,2.0,5.0,1.0,0.0,1.0,2.0,5.0,1.8,2.3,3.9,1.9235384061699956,1.7669811040890748,5.53362924594468,8,4,0,0,0.8660254037844387,-0.4999999999999998,1.0,3.0,8.0,4.0,4.0,2.0,5.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,5
5.0,1.0,20.0,1.0,2.0,5.0,1.0,0.0,1.0,2.0,1.8,2.7,3.65,1.9235384061699956,1.888562063224914,5.353552681704438,8,5,0,0,0.8660254037844387,-0.4999999999999998,1.0,2.0,8.0,4.0,4.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5
5.0,5.0,1.0,20.0,1.0,5.0,5.0,1.0,0.0,1.0,2.4,2.8,3.85,2.4083189157607614,1.9888578520199092,5.323977539593926,8,5,0,0,0.8660254037844387,-0.4999999999999998,2.0,2.0,7.0,3.0,4.0,4.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
1.0,5.0,5.0,1.0,20.0,1.0,5.0,5.0,1.0,0.0,2.4,2.7,3.65,2.4083189157607614,2.0575065815979814,5.353552681704438,8,7,0,0,0.8660254037844387,-0.4999999999999998,1.0,3.0,8.0,2.0,4.0,4.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5
5.0,1.0,5.0,5.0,1.0,10.0,1.0,5.0,5.0,1.0,4.4,3.5,4.1,3.714835124202871,3.0641293851393865,5.495452665613213,8,7,0,0,0.8660254037844387,-0.4999999999999998,1.0,3.0,7.0,1.0,4.0,5.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
2.0,5.0,1.0,5.0,5.0,2.0,10.0,1.0,5.0,5.0,4.6,3.2,4.15,3.5071355833516598,3.047767853507651,5.470254492299393,8,8,0,0,0.8660254037844387,-0.4999999999999998,1.0,3.0,6.0,2.0,5.0,4.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
1.0,2.0,5.0,1.0,5.0,1.0,2.0,10.0,1.0,5.0,3.8,2.8,2.95,3.8340579025376336,3.0477678535076427,2.4596747752487995,8,10,0,0,0.8660254037844387,-0.4999999999999998,1.0,4.0,7.0,2.0,5.0,3.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20
20.0,1.0,2.0,5.0,1.0,5.0,1.0,2.0,10.0,1.0,3.8,3.1,2.95,3.8340579025376336,3.107338983043416,2.4596747752487995,8,11,0,0,0.8660254037844387,-0.4999999999999998,1.0,4.0,7.0,1.0,5.0,3.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1
1.0,20.0,1.0,2.0,5.0,1.0,5.0,1.0,2.0,10.0,3.8,3.1,2.75,3.8340579025376336,3.107338983043416,2.4468024246469855,8,12,0,0,0.8660254037844387,-0.4999999999999998,1.0,4.0,8.0,1.0,5.0,3.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2
2.0,1.0,20.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,2.2,3.3,2.8,1.6431676725188638,2.9458068127023433,2.419221275316209,8,13,0,0,0.8660254037844387,-0.4999999999999998,1.0,4.0,7.0,2.0,6.0,3.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1
1.0,2.0,1.0,20.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,3.3,2.8,1.7320508075720622,2.9458068127023433,2.419221275316209,8,13,0,0,0.8660254037844387,-0.4999999999999998,1.0,4.0,7.0,2.0,6.0,3.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2
2.0,1.0,2.0,1.0,20.0,2.0,1.0,2.0,1.0,5.0,2.2,3.0,2.85,1.6431676725188638,2.9059326290246585,2.390221306643396,8,14,0,0,0.8660254037844387,-0.4999999999999998,1.0,4.0,6.0,3.0,7.0,2.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1
1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.4,2.6,2.7,0.5477225575151639,2.875181153710551,2.408318915757463,8,15,0,0,0.8660254037844387,-0.4999999999999998,1.0,5.0,7.0,3.0,6.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1
1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.4,2.6,2.65,0.5477225575151639,2.875181153710551,2.433861994962227,8,15,0,0,0.8660254037844387,-0.4999999999999998,2.0,5.0,8.0,3.0,5.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2
2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.4,1.8,2.65,0.5477225575151639,1.229272594299845,2.433861994962227,8,16,0,0,0.8660254037844387,-0.4999999999999998,1.0,5.0,8.0,4.0,5.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1
1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.4,1.7,2.45,0.5477225575151639,1.251665557028799,2.3946211655105207,8,17,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.0,9.0,3.0,5.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5
5.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.1,2.45,1.7320508075720622,1.5951314818628728,2.3946211655105207,8,17,0,0,0.8660254037844387,-0.4999999999999998,1.0,5.0,9.0,3.0,5.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2
2.0,5.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0,2.2,1.8,2.45,1.6431676725188638,1.229272594299845,2.3946211655105207,8,21,0,0,0.8660254037844387,-0.4999999999999998,1.0,5.0,9.0,4.0,5.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,40
40.0,2.0,5.0,1.0,2.0,11.0,2.0,5.0,1.0,2.0,4.2,2.8,2.95,4.086563348341896,3.1198290551437315,3.034451307376234,8,22,0,0,0.8660254037844387,-0.4999999999999998,1.0,4.0,8.0,4.0,5.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,50
50.0,40.0,2.0,5.0,1.0,3.0,11.0,2.0,5.0,1.0,4.4,2.9,3.1,3.9749213828717864,3.1073389830434115,2.954033816575046,8,23,0,0,0.8660254037844387,-0.4999999999999998,1.0,4.0,8.0,3.0,5.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
1.0,50.0,40.0,2.0,5.0,1.0,3.0,11.0,2.0,5.0,4.4,2.9,3.1,3.9749213828717864,3.1073389830434115,2.954033816575046,8,25,0,0,0.8660254037844387,-0.4999999999999998,1.0,4.0,8.0,3.0,5.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,20
20.0,1.0,50.0,40.0,2.0,8.0,1.0,3.0,11.0,2.0,5.0,3.5,3.25,4.301162633522643,3.4721111093312294,3.12671005842706,8,26,0,0,0.8660254037844387,-0.4999999999999998,1.0,4.0,8.0,2.0,5.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2
2.0,20.0,1.0,50.0,40.0,2.0,8.0,1.0,3.0,11.0,5.0,3.6,3.1,4.301162633522643,3.4058772731831954,3.1102546857968987,8,26,0,0,0.8660254037844387,-0.4999999999999998,1.0,3.0,8.0,3.0,6.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,5
5.0,2.0,20.0,1.0,50.0,5.0,2.0,8.0,1.0,3.0,3.8,4.0,3.3,2.774887385104353,3.299831645535078,3.0966875341573936,8,27,0,0,0.8660254037844387,-0.4999999999999998,1.0,2.0,7.0,3.0,6.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2
2.0,5.0,2.0,20.0,1.0,2.0,5.0,2.0,8.0,1.0,3.6,4.0,2.9,2.880972058179539,3.299831645535078,2.6734562687741605,8,28,0,0,0.8660254037844387,-0.4999999999999998,1.0,2.0,7.0,3.0,7.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2
2.0,2.0,5.0,2.0,20.0,2.0,2.0,5.0,2.0,8.0,3.8,4.1,2.9,2.683281573001848,3.212821536003531,2.6734562687741605,8,29,0,0,0.8660254037844387,-0.4999999999999998,2.0,1.0,7.0,4.0,7.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,5
5.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,5.0,2.0,3.2,4.1,3.1,1.643167672518904,3.212821536003531,2.673456268774165,8,29,0,0,0.8660254037844387,-0.4999999999999998,1.0,1.0,6.0,4.0,7.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1
1.0,5.0,2.0,2.0,5.0,1.0,5.0,2.0,2.0,5.0,3.0,4.0,2.9,1.8708286933899547,3.299831645535078,2.6734562687741605,8,30,0,0,0.8660254037844387,-0.4999999999999998,1.0,2.0,7.0,3.0,7.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5
5.0,1.0,5.0,2.0,2.0,5.0,1.0,5.0,2.0,2.0,3.0,3.4,3.1,1.8708286933899547,2.270584848787054,2.673456268774165,8,31,0,0,0.8660254037844387,-0.4999999999999998,1.0,2.0,6.0,3.0,7.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5
5.0,5.0,1.0,5.0,2.0,5.0,5.0,1.0,5.0,2.0,3.6,3.6,3.25,1.9493588689646775,2.3190036174537494,2.6925824035663726,8,31,0,0,0.8660254037844387,-0.4999999999999998,2.0,2.0,6.0,3.0,6.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,10
10.0,5.0,5.0,1.0,5.0,10.0,5.0,5.0,1.0,5.0,5.2,4.5,3.7,3.193743884536057,2.877112750269564,3.0279400675421067,8,32,0,0,0.8660254037844387,-0.4999999999999998,1.0,1.0,5.0,3.0,6.0,4.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1
1.0,10.0,5.0,5.0,1.0,1.0,10.0,5.0,5.0,1.0,4.4,3.8,3.65,3.71483512420287,2.7808871486126794,3.065512750103634,8,33,0,0,0.8660254037844387,-0.4999999999999998,1.0,2.0,6.0,3.0,5.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
1.0,1.0,10.0,5.0,5.0,1.0,1.0,10.0,5.0,5.0,4.4,3.7,3.65,3.71483512420287,2.8693785622185066,3.065512750103634,8,33,0,0,0.8660254037844387,-0.4999999999999998,2.0,3.0,6.0,2.0,5.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2
2.0,1.0,1.0,10.0,5.0,2.0,1.0,1.0,10.0,5.0,3.8,3.4,3.7,3.8340579025376327,2.875181153710569,3.0279400675421067,8,34,0,0,0.8660254037844387,-0.4999999999999998,1.0,3.0,5.0,3.0,6.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2
2.0,2.0,1.0,1.0,10.0,2.0,2.0,1.0,1.0,10.0,3.2,3.4,3.7,3.8340579025376225,2.875181153710569,3.0279400675421067,8,35,0,0,0.8660254037844387,-0.4999999999999998,2.0,3.0,5.0,3.0,6.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.4,3.3,3.7,0.5477225575151606,2.945806812702343,3.0279400675421067,8,38,0,0,0.8660254037844387,-0.4999999999999998,1.0,4.0,5.0,2.0,6.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.4,2.9,3.5,0.5477225575151606,2.9608557321579134,3.069373328804146,8,39,0,0,0.8660254037844387,-0.4999999999999998,2.0,5.0,6.0,2.0,6.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2
2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.6,3.0,3.5,0.5477225575151853,2.9059326290246585,3.069373328804146,8,40,0,0,0.8660254037844387,-0.4999999999999998,1.0,4.0,6.0,3.0,6.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.4,2.6,3.0,0.5477225575151606,2.8751811537105505,2.5546654946330882,8,40,0,0,0.8660254037844387,-0.4999999999999998,1.0,5.0,7.0,3.0,6.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2
2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.4,2.3,2.95,0.5477225575151606,2.7507574714344214,2.5644328397267326,8,41,0,0,0.8660254037844387,-0.4999999999999998,1.0,5.0,7.0,4.0,7.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.4,1.4,2.95,0.5477225575151606,0.5163977794802901,2.5644328397267326,8,42,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.0,7.0,4.0,7.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.4,1.4,2.6,0.5477225575151606,0.5163977794802901,2.3033156878486993,8,43,0,0,0.8660254037844387,-0.4999999999999998,2.0,6.0,8.0,4.0,7.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.2,1.4,2.55,0.44721359551216844,0.5163977794802901,2.327750212678921,8,43,0,0,0.8660254037844387,-0.4999999999999998,3.0,6.0,9.0,4.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.4,1.4,2.4,0.5477225575151606,0.5163977794802901,2.2571523745862683,8,44,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.0,9.0,4.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.4,1.4,2.4,0.5477225575151606,0.5163977794802901,2.2571523745862683,8,45,0,0,0.8660254037844387,-0.4999999999999998,2.0,6.0,9.0,4.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.4,1.4,2.35,0.5477225575151606,0.5163977794802901,2.277463963547682,8,45,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.0,10.0,4.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10.0,1.0,2.0,2.0,1.0,10.0,1.0,2.0,2.0,1.0,3.2,2.3,2.6,3.8340579025376225,2.7507574714344214,2.7984958365814325,8,46,0,0,0.8660254037844387,-0.4999999999999998,1.0,5.0,10.0,4.0,6.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,10.0,1.0,2.0,2.0,1.0,10.0,1.0,2.0,2.0,3.2,2.2,2.6,3.8340579025376225,2.780887148612641,2.7984958365814325,8,46,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.0,10.0,3.0,6.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,10.0,1.0,2.0,1.0,1.0,10.0,1.0,2.0,3.0,2.2,2.4,3.9370039370073235,2.780887148612641,2.760625405877102,8,47,0,0,0.8660254037844387,-0.4999999999999998,2.0,6.0,11.0,3.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5
5.0,1.0,1.0,10.0,1.0,5.0,1.0,1.0,10.0,1.0,3.6,2.5,2.4,3.9749213828717727,2.9154759474201897,2.760625405877102,8,48,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.0,11.0,2.0,6.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10.0,5.0,1.0,1.0,10.0,10.0,5.0,1.0,1.0,10.0,5.4,3.4,2.4,4.505552130428799,3.687817782915226,2.760625405877102,8,48,0,0,0.8660254037844387,-0.4999999999999998,1.0,5.0,11.0,2.0,6.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2.0,10.0,5.0,1.0,1.0,2.0,10.0,5.0,1.0,1.0,3.8,3.5,2.45,3.8340579025376327,3.6285901761775814,2.7429335045752543,8,49,0,0,0.8660254037844387,-0.4999999999999998,1.0,4.0,10.0,3.0,7.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,2.0,10.0,5.0,1.0,1.0,2.0,10.0,5.0,1.0,3.8,3.5,2.45,3.8340579025376327,3.6285901761775814,2.7429335045752543,8,52,0,0,0.8660254037844387,-0.4999999999999998,1.0,4.0,10.0,3.0,7.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20
20.0,1.0,2.0,10.0,5.0,6.0,1.0,2.0,10.0,5.0,4.8,3.9,2.65,3.5637059362426924,3.665151201972324,2.8520537383280464,8,52,0,0,0.8660254037844387,-0.4999999999999998,1.0,4.0,10.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,5
5.0,20.0,1.0,2.0,10.0,5.0,6.0,1.0,2.0,10.0,4.8,4.2,2.8,3.5637059362426924,3.6147844564583025,2.8946411467427646,8,53,0,0,0.8660254037844387,-0.4999999999999998,1.0,4.0,10.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,5.0,20.0,1.0,2.0,1.0,5.0,6.0,1.0,2.0,3.0,4.2,2.8,2.3452078799140943,3.6147844564583025,2.8946411467427646,8,54,0,0,0.8660254037844387,-0.4999999999999998,1.0,4.0,10.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1
